session_id,user_id,session_start,session_end,traffic_source,campaign_name,device_type,browser,operating_system,landing_page
S3772,U23704,2026-05-19 20:54:53,2026-05-19 20:57:53,Instagram,Big,Mobile,Chrome,MacOS,/home
S3773,U13331,2026-05-20 11:36:48,2026-05-20 11:39:48,Direct,General,Tablet,Safari,MacOS,/offers
S3774,U3343,2026-05-19 04:04:49,2026-05-19 04:27:49,Facebook,Cut,Tablet,Firefox,Android,/products
S3775,U15520,2026-05-22 02:39:09,2026-05-22 03:00:09,Instagram,To,Tablet,Firefox,Windows,/home
S3776,U17963,2026-05-24 10:34:36,2026-05-24 10:41:36,Direct,Send,Mobile,Edge,Android,/home
S3777,U14958,2026-05-21 13:13:40,2026-05-21 13:24:40,Direct,Total,Tablet,Firefox,iOS,/products
S3778,U6207,2026-05-19 08:58:34,2026-05-19 09:05:34,Facebook,Traditional,Desktop,Safari,MacOS,/home
S3779,U390,2026-05-22 10:39:12,2026-05-22 11:18:12,Direct,Special,Tablet,Firefox,MacOS,/home
S3780,U11529,2026-05-19 02:45:37,2026-05-19 03:23:37,Email,Only,Tablet,Edge,Android,/home
S3781,U18403,2026-05-23 10:10:47,2026-05-23 10:49:47,Google Ads,Always,Mobile,Safari,iOS,/offers
S3782,U24872,2026-05-19 20:34:10,2026-05-19 21:07:10,Instagram,Visit,Mobile,Chrome,MacOS,/products
S3783,U6294,2026-05-19 21:16:12,2026-05-19 21:54:12,Email,Enough,Tablet,Chrome,MacOS,/home
S3784,U11455,2026-05-22 15:33:21,2026-05-22 16:08:21,Facebook,Under,Mobile,Firefox,MacOS,/home
S3785,U21662,2026-05-20 00:34:53,2026-05-20 00:54:53,Organic,Suddenly,Mobile,Safari,MacOS,/offers
S3786,U7687,2026-05-22 08:47:34,2026-05-22 09:18:34,Google Ads,Thousand,Mobile,Safari,MacOS,/home
S3787,U10429,2026-05-23 03:29:26,2026-05-23 03:50:26,Email,Range,Desktop,Chrome,Android,/products
S3788,U10493,2026-05-19 20:46:11,2026-05-19 21:25:11,Google Ads,There,Mobile,Safari,Android,/offers
S3789,U3411,2026-05-20 09:32:35,2026-05-20 10:06:35,Organic,Those,Tablet,Edge,Windows,/home
S3790,U24035,2026-05-23 13:23:25,2026-05-23 14:03:25,Instagram,Thousand,Mobile,Edge,Windows,/offers
S3791,U9695,2026-05-18 17:15:26,2026-05-18 17:41:26,Instagram,Speak,Mobile,Firefox,Windows,/products
S3792,U23233,2026-05-23 14:19:12,2026-05-23 14:23:12,Organic,Step,Tablet,Edge,MacOS,/offers
S3793,U4032,2026-05-21 11:04:35,2026-05-21 11:21:35,Organic,How,Mobile,Safari,MacOS,/products
S3794,U17715,2026-05-20 17:16:11,2026-05-20 17:42:11,Organic,Fight,Desktop,Firefox,Android,/products
S3795,U7107,2026-05-21 20:46:50,2026-05-21 21:10:50,Instagram,White,Tablet,Firefox,Android,/home
S3796,U11942,2026-05-19 15:08:28,2026-05-19 15:43:28,Google Ads,Build,Mobile,Firefox,Android,/products
S3797,U21124,2026-05-22 14:11:06,2026-05-22 14:22:06,Email,Source,Mobile,Firefox,MacOS,/products
S3798,U16275,2026-05-22 02:06:29,2026-05-22 02:40:29,Google Ads,Cause,Tablet,Edge,MacOS,/offers
S3799,U6808,2026-05-21 06:45:28,2026-05-21 07:17:28,Direct,School,Mobile,Firefox,iOS,/products
S3800,U6156,2026-05-22 21:21:19,2026-05-22 21:34:19,Instagram,Bill,Mobile,Firefox,Windows,/home
S3801,U13073,2026-05-23 12:58:20,2026-05-23 13:15:20,Google Ads,Discover,Mobile,Chrome,iOS,/home
S3802,U8485,2026-05-19 09:50:14,2026-05-19 10:24:14,Direct,Baby,Mobile,Chrome,Windows,/products
S3803,U1137,2026-05-21 15:42:38,2026-05-21 15:45:38,Facebook,Employee,Tablet,Edge,iOS,/products
S3804,U22930,2026-05-20 00:47:16,2026-05-20 01:14:16,Google Ads,Exactly,Tablet,Safari,Android,/offers
S3805,U6506,2026-05-23 05:29:09,2026-05-23 05:58:09,Facebook,Rise,Mobile,Safari,Windows,/products
S3806,U23896,2026-05-24 03:27:10,2026-05-24 04:04:10,Email,Sound,Tablet,Firefox,MacOS,/products
S3807,U10877,2026-05-22 16:50:26,2026-05-22 17:07:26,Organic,Whole,Mobile,Edge,Windows,/products
S3808,U8039,2026-05-22 22:37:58,2026-05-22 22:47:58,Organic,Painting,Desktop,Chrome,iOS,/home
S3809,U6135,2026-05-20 13:03:09,2026-05-20 13:27:09,Organic,Tree,Tablet,Safari,Windows,/offers
S3810,U24990,2026-05-22 23:46:02,2026-05-22 23:54:02,Facebook,Side,Mobile,Safari,Android,/offers
S3811,U9366,2026-05-24 00:49:40,2026-05-24 01:24:40,Google Ads,My,Desktop,Edge,MacOS,/offers
S3812,U14192,2026-05-19 08:25:57,2026-05-19 08:57:57,Organic,Recognize,Mobile,Chrome,MacOS,/offers
S3813,U15794,2026-05-22 15:23:23,2026-05-22 15:43:23,Organic,Tend,Tablet,Edge,MacOS,/home
S3814,U3329,2026-05-24 02:23:58,2026-05-24 02:32:58,Google Ads,Theory,Mobile,Edge,iOS,/products
S3815,U11720,2026-05-21 13:28:49,2026-05-21 14:08:49,Instagram,Them,Desktop,Firefox,iOS,/products
S3816,U2868,2026-05-19 04:38:06,2026-05-19 04:59:06,Organic,Section,Mobile,Chrome,Windows,/offers
S3817,U17661,2026-05-20 08:16:20,2026-05-20 08:33:20,Facebook,Bank,Mobile,Edge,Android,/offers
S3818,U114,2026-05-19 02:06:31,2026-05-19 02:34:31,Organic,Simple,Mobile,Firefox,Windows,/offers
S3819,U4188,2026-05-23 20:01:33,2026-05-23 20:12:33,Instagram,Stuff,Tablet,Edge,Android,/products
S3820,U11382,2026-05-18 22:30:09,2026-05-18 22:40:09,Direct,Artist,Desktop,Firefox,Android,/products
S3821,U11296,2026-05-23 21:01:20,2026-05-23 21:26:20,Organic,Beautiful,Tablet,Chrome,Windows,/offers
S3822,U10835,2026-05-19 08:03:03,2026-05-19 08:34:03,Instagram,Television,Tablet,Firefox,Android,/products
S3823,U13866,2026-05-23 11:17:42,2026-05-23 11:52:42,Direct,No,Tablet,Chrome,Windows,/offers
S3824,U19176,2026-05-22 18:40:03,2026-05-22 18:47:03,Facebook,Space,Desktop,Firefox,iOS,/offers
S3825,U23425,2026-05-19 18:27:58,2026-05-19 18:57:58,Email,The,Desktop,Safari,MacOS,/products
S3826,U7763,2026-05-19 19:01:19,2026-05-19 19:30:19,Instagram,People,Mobile,Chrome,MacOS,/offers
S3827,U3661,2026-05-20 00:46:40,2026-05-20 01:11:40,Facebook,Important,Tablet,Chrome,iOS,/offers
S3828,U13876,2026-05-21 14:10:28,2026-05-21 14:34:28,Email,Toward,Mobile,Chrome,iOS,/home
S3829,U20263,2026-05-19 07:23:04,2026-05-19 07:52:04,Instagram,Board,Tablet,Chrome,Android,/products
S3830,U16550,2026-05-19 01:49:02,2026-05-19 01:54:02,Direct,While,Tablet,Chrome,MacOS,/products
S3831,U5502,2026-05-20 08:45:03,2026-05-20 08:54:03,Email,Relate,Desktop,Safari,MacOS,/offers
S3832,U19500,2026-05-23 06:38:18,2026-05-23 06:49:18,Direct,In,Tablet,Safari,Windows,/products
S3833,U23459,2026-05-18 14:18:47,2026-05-18 14:38:47,Email,Sing,Tablet,Safari,Windows,/products
S3834,U4,2026-05-21 05:15:42,2026-05-21 05:20:42,Google Ads,Pretty,Tablet,Firefox,MacOS,/offers
S3835,U11985,2026-05-24 02:20:43,2026-05-24 02:59:43,Direct,Cultural,Tablet,Firefox,Windows,/products
S3836,U18918,2026-05-23 19:03:44,2026-05-23 19:26:44,Direct,Discover,Desktop,Chrome,MacOS,/products
S3837,U17683,2026-05-22 05:10:54,2026-05-22 05:42:54,Email,Write,Mobile,Edge,iOS,/offers
S3838,U6670,2026-05-21 04:40:38,2026-05-21 05:06:38,Direct,Establish,Desktop,Safari,iOS,/products
S3839,U8786,2026-05-22 08:41:51,2026-05-22 08:47:51,Direct,Each,Mobile,Edge,Windows,/products
S3840,U8204,2026-05-20 18:39:24,2026-05-20 19:08:24,Email,Nor,Tablet,Safari,Android,/offers
S3841,U23850,2026-05-20 20:44:49,2026-05-20 21:17:49,Email,Pick,Desktop,Firefox,Windows,/home
S3842,U21117,2026-05-21 08:08:37,2026-05-21 08:15:37,Direct,Nation,Desktop,Safari,Android,/products
S3843,U11400,2026-05-19 18:06:44,2026-05-19 18:19:44,Organic,Score,Desktop,Safari,Android,/products
S3844,U2189,2026-05-21 07:08:15,2026-05-21 07:38:15,Instagram,Discuss,Tablet,Chrome,MacOS,/products
S3845,U10032,2026-05-19 07:58:28,2026-05-19 08:19:28,Organic,Civil,Tablet,Chrome,MacOS,/products
S3846,U21300,2026-05-21 14:29:48,2026-05-21 14:52:48,Instagram,Town,Mobile,Firefox,MacOS,/home
S3847,U13422,2026-05-22 15:42:12,2026-05-22 15:49:12,Google Ads,Home,Mobile,Chrome,MacOS,/products
S3848,U17383,2026-05-18 16:55:47,2026-05-18 17:25:47,Facebook,She,Desktop,Safari,iOS,/home
S3849,U3833,2026-05-19 03:04:48,2026-05-19 03:26:48,Facebook,Game,Mobile,Edge,iOS,/products
S3850,U20531,2026-05-20 20:14:09,2026-05-20 20:31:09,Instagram,Education,Tablet,Safari,Android,/offers
S3851,U5013,2026-05-18 18:46:20,2026-05-18 18:50:20,Organic,Leave,Desktop,Edge,Android,/home
S3852,U24163,2026-05-24 02:19:09,2026-05-24 02:21:09,Instagram,Six,Desktop,Chrome,Android,/offers
S3853,U20592,2026-05-20 22:03:34,2026-05-20 22:43:34,Direct,Lay,Mobile,Edge,MacOS,/home
S3854,U4265,2026-05-21 23:56:05,2026-05-22 00:29:05,Email,Without,Tablet,Firefox,MacOS,/products
S3855,U20068,2026-05-20 18:00:28,2026-05-20 18:40:28,Google Ads,School,Tablet,Safari,Android,/home
S3856,U19195,2026-05-22 05:24:02,2026-05-22 05:35:02,Organic,Sister,Tablet,Edge,iOS,/home
S3857,U4350,2026-05-18 16:35:10,2026-05-18 16:55:10,Email,Specific,Tablet,Edge,Android,/home
S3858,U17059,2026-05-20 06:03:37,2026-05-20 06:34:37,Facebook,Own,Desktop,Chrome,MacOS,/home
S3859,U21484,2026-05-18 17:20:47,2026-05-18 17:58:47,Direct,Young,Tablet,Chrome,Windows,/offers
S3860,U1558,2026-05-23 15:11:12,2026-05-23 15:39:12,Instagram,Rate,Desktop,Firefox,Android,/offers
S3861,U3272,2026-05-18 18:51:48,2026-05-18 18:54:48,Email,Author,Mobile,Firefox,Android,/offers
S3862,U17811,2026-05-23 03:05:26,2026-05-23 03:19:26,Direct,Color,Tablet,Chrome,Windows,/offers
S3863,U19322,2026-05-18 22:21:38,2026-05-18 22:25:38,Instagram,Fine,Mobile,Safari,Windows,/offers
S3864,U5766,2026-05-24 01:26:24,2026-05-24 01:49:24,Direct,Maybe,Mobile,Edge,Windows,/offers
S3865,U3645,2026-05-19 15:27:06,2026-05-19 16:07:06,Direct,Threat,Mobile,Safari,iOS,/home
S3866,U765,2026-05-23 14:51:29,2026-05-23 14:55:29,Organic,Want,Tablet,Edge,Windows,/home
S3867,U2315,2026-05-21 18:03:46,2026-05-21 18:07:46,Google Ads,Defense,Tablet,Chrome,Windows,/home
S3868,U14813,2026-05-20 10:38:35,2026-05-20 10:40:35,Direct,Prepare,Desktop,Chrome,Windows,/home
S3869,U13730,2026-05-23 10:06:13,2026-05-23 10:35:13,Direct,Pressure,Tablet,Edge,Windows,/offers
S3870,U19387,2026-05-21 14:29:17,2026-05-21 15:01:17,Email,Police,Desktop,Edge,Android,/products
S3871,U3147,2026-05-22 20:58:22,2026-05-22 20:59:22,Email,Feel,Tablet,Safari,MacOS,/offers
S3872,U10747,2026-05-23 00:34:38,2026-05-23 01:00:38,Direct,Realize,Tablet,Edge,iOS,/offers
S3873,U10000,2026-05-18 20:22:37,2026-05-18 20:39:37,Google Ads,Back,Mobile,Chrome,Windows,/products
S3874,U9319,2026-05-23 21:03:04,2026-05-23 21:17:04,Organic,Wind,Tablet,Firefox,Android,/products
S3875,U535,2026-05-19 18:39:07,2026-05-19 18:45:07,Direct,Role,Tablet,Chrome,Windows,/home
S3876,U9196,2026-05-18 22:08:54,2026-05-18 22:30:54,Instagram,Fund,Desktop,Chrome,Android,/home
S3877,U5914,2026-05-21 18:34:39,2026-05-21 18:43:39,Direct,Watch,Tablet,Firefox,Windows,/home
S3878,U9913,2026-05-20 01:24:59,2026-05-20 01:25:59,Direct,Size,Mobile,Firefox,MacOS,/products
S3879,U12692,2026-05-20 18:01:03,2026-05-20 18:21:03,Organic,Official,Desktop,Chrome,Windows,/home
S3880,U2420,2026-05-19 05:17:46,2026-05-19 05:22:46,Google Ads,Mean,Desktop,Edge,Android,/offers
S3881,U12506,2026-05-22 14:07:13,2026-05-22 14:18:13,Facebook,Such,Tablet,Edge,iOS,/products
S3882,U7242,2026-05-22 22:04:19,2026-05-22 22:14:19,Instagram,Sit,Desktop,Edge,iOS,/home
S3883,U15064,2026-05-23 10:56:50,2026-05-23 10:58:50,Google Ads,Prove,Desktop,Firefox,iOS,/home
S3884,U23479,2026-05-19 01:10:41,2026-05-19 01:29:41,Facebook,Yourself,Desktop,Safari,Android,/offers
S3885,U20076,2026-05-21 13:11:26,2026-05-21 13:45:26,Direct,Four,Desktop,Safari,iOS,/offers
S3886,U2690,2026-05-19 08:39:42,2026-05-19 08:53:42,Organic,Military,Desktop,Chrome,iOS,/products
S3887,U16199,2026-05-21 09:35:04,2026-05-21 09:59:04,Google Ads,Want,Mobile,Firefox,Android,/offers
S3888,U6863,2026-05-21 18:48:25,2026-05-21 18:52:25,Instagram,Eye,Mobile,Safari,Android,/offers
S3889,U19700,2026-05-23 04:48:55,2026-05-23 05:10:55,Organic,Single,Mobile,Chrome,Android,/home
S3890,U18035,2026-05-21 10:31:09,2026-05-21 10:49:09,Organic,Something,Tablet,Edge,Android,/home
S3891,U4103,2026-05-20 22:06:00,2026-05-20 22:11:00,Facebook,Approach,Mobile,Chrome,Android,/offers
S3892,U3304,2026-05-23 05:10:13,2026-05-23 05:38:13,Instagram,Debate,Mobile,Safari,iOS,/offers
S3893,U23485,2026-05-23 20:41:58,2026-05-23 21:11:58,Organic,Laugh,Desktop,Safari,iOS,/products
S3894,U14219,2026-05-21 01:06:51,2026-05-21 01:38:51,Google Ads,Whom,Tablet,Chrome,Windows,/home
S3895,U11944,2026-05-19 11:20:00,2026-05-19 11:50:00,Instagram,Feeling,Desktop,Safari,Windows,/home
S3896,U16666,2026-05-19 12:02:09,2026-05-19 12:31:09,Facebook,Night,Desktop,Chrome,Windows,/offers
S3897,U22443,2026-05-22 09:54:36,2026-05-22 10:24:36,Google Ads,Even,Desktop,Edge,MacOS,/products
S3898,U8008,2026-05-23 04:49:09,2026-05-23 04:54:09,Organic,Family,Desktop,Chrome,Android,/home
S3899,U14524,2026-05-22 03:09:16,2026-05-22 03:32:16,Email,Process,Mobile,Safari,Android,/products
S3900,U4204,2026-05-24 05:38:36,2026-05-24 06:12:36,Google Ads,Few,Tablet,Safari,MacOS,/home
S3901,U4205,2026-05-20 01:43:21,2026-05-20 02:06:21,Facebook,Continue,Mobile,Chrome,Android,/offers
S3902,U5921,2026-05-19 19:10:52,2026-05-19 19:23:52,Email,Say,Mobile,Chrome,MacOS,/offers
S3903,U19972,2026-05-21 07:01:03,2026-05-21 07:27:03,Google Ads,Control,Mobile,Edge,iOS,/home
S3904,U11714,2026-05-21 07:47:56,2026-05-21 07:57:56,Instagram,Agent,Mobile,Chrome,MacOS,/home
S3905,U14144,2026-05-22 20:50:57,2026-05-22 21:06:57,Google Ads,Painting,Tablet,Chrome,Android,/offers
S3906,U18828,2026-05-23 10:36:58,2026-05-23 10:46:58,Direct,Herself,Desktop,Firefox,Windows,/home
S3907,U11195,2026-05-18 14:32:58,2026-05-18 14:59:58,Google Ads,Himself,Tablet,Edge,Android,/home
S3908,U10870,2026-05-20 01:32:19,2026-05-20 01:38:19,Email,Appear,Mobile,Edge,MacOS,/home
S3909,U16195,2026-05-20 04:25:11,2026-05-20 04:53:11,Email,That,Mobile,Edge,Windows,/products
S3910,U22576,2026-05-18 21:36:52,2026-05-18 21:46:52,Email,Movement,Mobile,Firefox,Windows,/offers
S3911,U23773,2026-05-22 09:22:48,2026-05-22 10:00:48,Facebook,Share,Tablet,Safari,iOS,/products
S3912,U12308,2026-05-23 17:48:35,2026-05-23 18:13:35,Organic,Type,Desktop,Edge,Android,/offers
S3913,U6739,2026-05-19 03:04:13,2026-05-19 03:40:13,Direct,Begin,Mobile,Chrome,MacOS,/home
S3914,U1688,2026-05-22 17:32:27,2026-05-22 17:43:27,Facebook,Nothing,Mobile,Firefox,Android,/products
S3915,U14426,2026-05-22 18:46:06,2026-05-22 18:52:06,Facebook,Person,Tablet,Edge,Windows,/home
S3916,U5776,2026-05-24 03:06:00,2026-05-24 03:46:00,Email,Hand,Mobile,Firefox,MacOS,/home
S3917,U23326,2026-05-18 12:48:44,2026-05-18 13:07:44,Instagram,Series,Mobile,Chrome,Android,/home
S3918,U11746,2026-05-24 04:59:42,2026-05-24 05:00:42,Instagram,Blood,Desktop,Firefox,Android,/home
S3919,U14446,2026-05-24 02:46:08,2026-05-24 02:52:08,Facebook,Believe,Mobile,Firefox,Android,/home
S3920,U11471,2026-05-24 02:59:46,2026-05-24 03:12:46,Facebook,Teach,Tablet,Chrome,Android,/products
S3921,U21243,2026-05-19 00:27:07,2026-05-19 01:06:07,Google Ads,Score,Tablet,Safari,MacOS,/home
S3922,U5351,2026-05-24 05:44:38,2026-05-24 05:55:38,Google Ads,Treatment,Tablet,Firefox,iOS,/offers
S3923,U19334,2026-05-20 14:25:58,2026-05-20 15:00:58,Email,Not,Mobile,Chrome,iOS,/offers
S3924,U1595,2026-05-20 11:15:45,2026-05-20 11:20:45,Organic,Final,Mobile,Firefox,Windows,/offers
S3925,U2978,2026-05-19 19:57:26,2026-05-19 20:00:26,Organic,Own,Desktop,Safari,Android,/home
S3926,U17365,2026-05-22 22:32:18,2026-05-22 22:38:18,Facebook,So,Mobile,Firefox,MacOS,/home
S3927,U5923,2026-05-19 02:57:12,2026-05-19 02:58:12,Google Ads,Drive,Tablet,Firefox,MacOS,/home
S3928,U4966,2026-05-21 22:50:48,2026-05-21 22:53:48,Direct,Conference,Desktop,Firefox,iOS,/home
S3929,U21111,2026-05-22 16:10:19,2026-05-22 16:13:19,Facebook,Population,Desktop,Safari,Windows,/offers
S3930,U8104,2026-05-19 17:50:18,2026-05-19 18:01:18,Organic,Itself,Desktop,Firefox,Android,/products
S3931,U14702,2026-05-18 17:49:29,2026-05-18 18:00:29,Google Ads,Public,Desktop,Safari,MacOS,/products
S3932,U2197,2026-05-20 03:11:46,2026-05-20 03:49:46,Instagram,Today,Desktop,Chrome,Windows,/offers
S3933,U20008,2026-05-23 05:20:29,2026-05-23 05:31:29,Organic,Thus,Desktop,Safari,Android,/offers
S3934,U8239,2026-05-19 00:31:05,2026-05-19 00:34:05,Facebook,Admit,Desktop,Chrome,Windows,/offers
S3935,U1352,2026-05-19 06:21:40,2026-05-19 06:57:40,Facebook,Alone,Desktop,Edge,MacOS,/offers
S3936,U14023,2026-05-19 00:51:56,2026-05-19 01:02:56,Instagram,Range,Tablet,Safari,Android,/home
S3937,U23016,2026-05-21 07:32:53,2026-05-21 07:36:53,Organic,Detail,Desktop,Edge,Windows,/home
S3938,U19731,2026-05-21 07:08:12,2026-05-21 07:40:12,Instagram,Their,Mobile,Edge,Windows,/products
S3939,U23507,2026-05-19 08:17:30,2026-05-19 08:31:30,Organic,Rule,Tablet,Firefox,Windows,/products
S3940,U3626,2026-05-21 07:43:49,2026-05-21 07:54:49,Organic,Forget,Desktop,Safari,Android,/home
S3941,U3240,2026-05-18 12:49:18,2026-05-18 12:55:18,Direct,Force,Desktop,Edge,MacOS,/home
S3942,U15178,2026-05-21 18:49:07,2026-05-21 19:00:07,Google Ads,Value,Mobile,Safari,Android,/home
S3943,U15621,2026-05-19 16:31:48,2026-05-19 16:54:48,Organic,First,Tablet,Chrome,Windows,/products
S3944,U16713,2026-05-19 13:25:59,2026-05-19 13:28:59,Instagram,Ready,Mobile,Edge,Windows,/products
S3945,U23993,2026-05-19 01:08:47,2026-05-19 01:29:47,Email,Film,Tablet,Safari,iOS,/home
S3946,U2537,2026-05-19 04:40:45,2026-05-19 04:41:45,Email,Today,Tablet,Safari,iOS,/offers
S3947,U17924,2026-05-21 21:31:03,2026-05-21 22:07:03,Email,Never,Mobile,Firefox,Windows,/products
S3948,U15702,2026-05-19 23:01:21,2026-05-19 23:18:21,Instagram,Majority,Tablet,Firefox,MacOS,/home
S3949,U20567,2026-05-19 18:37:11,2026-05-19 18:44:11,Organic,Community,Mobile,Safari,Android,/home
S3950,U21534,2026-05-20 16:11:44,2026-05-20 16:50:44,Google Ads,Discussion,Desktop,Safari,MacOS,/products
S3951,U7652,2026-05-22 19:15:47,2026-05-22 19:33:47,Organic,Relationship,Mobile,Chrome,Android,/products
S3952,U4219,2026-05-19 21:26:35,2026-05-19 21:48:35,Google Ads,Movie,Desktop,Edge,Windows,/products
S3953,U16285,2026-05-22 19:34:04,2026-05-22 19:45:04,Organic,Authority,Mobile,Safari,Android,/offers
S3954,U3629,2026-05-24 01:23:45,2026-05-24 01:40:45,Email,Official,Mobile,Chrome,iOS,/products
S3955,U9899,2026-05-20 10:37:23,2026-05-20 11:13:23,Email,Increase,Tablet,Safari,MacOS,/home
S3956,U3416,2026-05-21 06:29:23,2026-05-21 06:32:23,Instagram,Game,Mobile,Firefox,Windows,/home
S3957,U19106,2026-05-20 14:48:00,2026-05-20 14:49:00,Google Ads,Quickly,Mobile,Firefox,Windows,/offers
S3958,U2567,2026-05-19 02:51:59,2026-05-19 03:15:59,Instagram,Party,Mobile,Edge,Windows,/products
S3959,U1615,2026-05-19 08:36:26,2026-05-19 08:56:26,Google Ads,Answer,Desktop,Chrome,MacOS,/home
S3960,U11702,2026-05-20 17:48:09,2026-05-20 18:07:09,Instagram,Father,Tablet,Edge,iOS,/products
S3961,U4165,2026-05-21 05:14:52,2026-05-21 05:28:52,Email,Window,Tablet,Firefox,Android,/products
S3962,U3329,2026-05-22 05:01:38,2026-05-22 05:25:38,Google Ads,Woman,Tablet,Safari,iOS,/home
S3963,U9181,2026-05-19 11:55:38,2026-05-19 12:00:38,Direct,Less,Desktop,Chrome,MacOS,/home
S3964,U16126,2026-05-21 19:16:19,2026-05-21 19:29:19,Organic,Face,Desktop,Safari,Android,/home
S3965,U16671,2026-05-24 02:22:51,2026-05-24 02:46:51,Google Ads,Serve,Tablet,Chrome,MacOS,/products
S3966,U13275,2026-05-22 22:06:08,2026-05-22 22:29:08,Facebook,Performance,Mobile,Firefox,iOS,/home
S3967,U2928,2026-05-18 18:15:45,2026-05-18 18:47:45,Email,Only,Mobile,Safari,MacOS,/offers
S3968,U3753,2026-05-21 22:27:30,2026-05-21 22:45:30,Facebook,Other,Tablet,Edge,iOS,/offers
S3969,U19831,2026-05-20 23:22:13,2026-05-20 23:24:13,Direct,Listen,Tablet,Firefox,MacOS,/offers
S3970,U1875,2026-05-23 10:17:09,2026-05-23 10:29:09,Direct,Former,Desktop,Safari,Android,/offers
S3971,U24889,2026-05-19 17:00:28,2026-05-19 17:22:28,Facebook,Catch,Tablet,Firefox,iOS,/offers
S3972,U13202,2026-05-20 12:23:49,2026-05-20 12:31:49,Google Ads,Television,Mobile,Edge,Android,/products
S3973,U17309,2026-05-20 14:21:36,2026-05-20 14:53:36,Instagram,Individual,Tablet,Edge,Windows,/home
S3974,U7377,2026-05-20 14:02:33,2026-05-20 14:28:33,Email,Particular,Mobile,Chrome,MacOS,/home
S3975,U20618,2026-05-18 22:45:51,2026-05-18 23:12:51,Direct,There,Mobile,Edge,iOS,/home
S3976,U7496,2026-05-22 00:16:48,2026-05-22 00:45:48,Instagram,Political,Desktop,Firefox,Windows,/home
S3977,U15717,2026-05-20 02:55:17,2026-05-20 03:27:17,Instagram,Relationship,Mobile,Firefox,MacOS,/offers
S3978,U17410,2026-05-23 05:39:43,2026-05-23 05:46:43,Facebook,Heavy,Mobile,Firefox,Android,/home
S3979,U19243,2026-05-21 20:02:24,2026-05-21 20:41:24,Organic,Have,Desktop,Firefox,Windows,/home
S3980,U12962,2026-05-21 14:56:47,2026-05-21 15:14:47,Instagram,Approach,Tablet,Firefox,MacOS,/home
S3981,U18146,2026-05-21 21:03:30,2026-05-21 21:17:30,Instagram,Article,Mobile,Chrome,MacOS,/home
S3982,U21292,2026-05-21 07:25:53,2026-05-21 07:51:53,Direct,Another,Mobile,Chrome,Windows,/products
S3983,U12219,2026-05-19 08:43:43,2026-05-19 08:59:43,Email,I,Tablet,Edge,Android,/home
S3984,U1072,2026-05-20 02:27:38,2026-05-20 02:35:38,Direct,Fact,Tablet,Chrome,MacOS,/products
S3985,U19964,2026-05-19 13:24:42,2026-05-19 13:59:42,Organic,Popular,Mobile,Edge,iOS,/products
S3986,U9898,2026-05-22 01:03:11,2026-05-22 01:18:11,Instagram,Mission,Desktop,Safari,Windows,/products
S3987,U9234,2026-05-19 00:31:04,2026-05-19 01:02:04,Facebook,Official,Tablet,Chrome,Android,/home
S3988,U10325,2026-05-22 19:34:17,2026-05-22 20:01:17,Email,Deal,Mobile,Firefox,Android,/products
S3989,U17982,2026-05-23 19:11:06,2026-05-23 19:12:06,Instagram,Street,Mobile,Safari,iOS,/offers
S3990,U23965,2026-05-21 16:24:25,2026-05-21 17:00:25,Email,Rise,Tablet,Edge,Windows,/offers
S3991,U5944,2026-05-19 08:27:22,2026-05-19 08:55:22,Google Ads,Better,Mobile,Safari,MacOS,/offers
S3992,U13162,2026-05-21 21:49:57,2026-05-21 22:04:57,Google Ads,Wall,Mobile,Edge,iOS,/home
S3993,U9944,2026-05-20 23:26:45,2026-05-21 00:01:45,Organic,Close,Mobile,Edge,iOS,/products
S3994,U10657,2026-05-23 20:48:16,2026-05-23 21:03:16,Email,Rich,Desktop,Edge,Android,/products
S3995,U2267,2026-05-18 21:29:24,2026-05-18 21:59:24,Organic,Generation,Mobile,Chrome,MacOS,/home
S3996,U19966,2026-05-21 17:41:41,2026-05-21 17:44:41,Facebook,Whatever,Desktop,Chrome,Windows,/offers
S3997,U18036,2026-05-23 12:49:40,2026-05-23 13:28:40,Facebook,Term,Mobile,Safari,iOS,/offers
S3998,U9741,2026-05-23 01:40:29,2026-05-23 02:19:29,Facebook,Happen,Desktop,Chrome,Android,/products
S3999,U24134,2026-05-23 17:06:18,2026-05-23 17:10:18,Direct,Recently,Tablet,Edge,Android,/products
S4000,U651,2026-05-21 16:17:09,2026-05-21 16:51:09,Organic,Treatment,Tablet,Chrome,MacOS,/offers
S4001,U9114,2026-05-18 18:58:48,2026-05-18 19:00:48,Instagram,Environment,Tablet,Edge,iOS,/offers
S4002,U15031,2026-05-23 12:20:00,2026-05-23 12:31:00,Direct,Agency,Mobile,Firefox,MacOS,/products
S4003,U10410,2026-05-19 03:26:38,2026-05-19 03:32:38,Google Ads,Probably,Desktop,Edge,Windows,/offers
S4004,U16355,2026-05-22 18:02:59,2026-05-22 18:07:59,Facebook,Deal,Desktop,Edge,Android,/offers
S4005,U10118,2026-05-19 17:24:23,2026-05-19 17:33:23,Facebook,Themselves,Tablet,Safari,MacOS,/products
S4006,U7357,2026-05-22 04:47:31,2026-05-22 05:27:31,Email,Stand,Desktop,Chrome,MacOS,/home
S4007,U23872,2026-05-24 00:45:04,2026-05-24 01:05:04,Email,Surface,Tablet,Safari,MacOS,/offers
S4008,U21437,2026-05-24 05:33:24,2026-05-24 05:57:24,Google Ads,Military,Mobile,Safari,MacOS,/products
